,PNNL 153,162.594,2.341,10.714,0.072,38.473,0.173,74.883,0.936,0.313,0.004,1.426,0.009,0.144,0.002,0.000,0.000,8.108,0.154
,PNNL 154,219.333,2.325,12.923,0.289,48.397,0.237,99.079,2.110,0.330,0.002,0.504,0.018,0.091,0.001,0.000,0.000,10.594,0.094
,PNNL 155,206.997,0.911,14.549,0.049,23.436,0.112,50.354,0.191,0.606,0.005,10.538,0.041,0.113,0.001,0.000,0.000,11.496,0.194
,PNNL 156,217.353,1.369,13.154,0.135,44.276,0.483,93.216,0.149,0.303,0.006,0.654,0.002,0.094,0.002,0.000,0.000,12.114,0.529
,PNNL 157,211.070,5.847,12.006,0.240,48.951,0.235,99.277,2.015,0.346,0.014,0.393,0.009,0.074,0.002,0.000,0.000,10.847,0.586
,PNNL 158,177.384,10.359,10.452,0.305,38.017,0.122,75.839,3.071,0.378,0.011,2.459,0.040,0.216,0.005,0.000,0.000,9.026,0.457
,PNNL 159,180.248,3.335,9.841,0.182,49.175,0.157,89.478,1.897,0.295,0.006,0.270,0.009,0.042,0.001,0.000,0.000,11.101,0.425
,PNNL 160,0.886,0.101,0.000,0.000,0.000,0.000,0.000,0.000,0.244,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,PNNL 161,0.316,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.203,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,PNNL 162,402.530,10.063,28.598,0.398,25.449,0.115,64.594,0.969,0.252,0.003,0.000,0.000,0.243,0.002,0.000,0.000,30.752,0.344
,PNNL 163,481.707,21.388,28.996,1.180,25.370,0.167,67.695,2.444,0.256,0.004,0.335,0.002,0.362,0.003,0.000,0.000,57.767,0.468
,PNNL 164,493.908,10.125,27.719,0.249,25.051,0.123,72.647,0.371,0.244,0.001,0.000,0.000,0.000,0.000,0.000,0.000,71.211,0.947
,PNNL 165,550.992,28.817,31.494,0.784,23.861,0.088,72.402,2.288,0.229,0.007,0.000,0.000,0.237,0.006,0.000,0.000,64.038,1.422
,PNNL 166,405.895,11.812,18.730,0.290,16.333,0.049,49.528,1.412,0.453,0.002,3.209,0.035,0.647,0.003,0.000,0.000,67.237,0.726
,PNNL 167,504.683,9.589,22.643,0.127,19.450,0.097,60.383,1.081,0.290,0.003,1.906,0.007,0.339,0.004,0.000,0.000,72.842,1.100
,PNNL 168,470.566,1.741,20.125,0.181,21.351,0.109,66.046,0.509,0.225,0.003,0.000,0.000,0.000,0.000,0.000,0.000,44.086,0.741
,PNNL 169,540.541,10.432,24.831,0.184,18.868,0.085,67.361,0.882,0.222,0.004,0.219,0.005,0.000,0.000,0.000,0.000,56.342,1.149
,PNNL 170,537.665,14.409,24.453,0.734,25.891,0.230,74.564,0.529,0.537,0.018,0.000,0.000,0.086,0.003,0.000,0.000,88.567,1.329
,PNNL 171,72.172,2.317,8.346,0.211,5.978,0.032,16.081,0.376,0.627,0.010,32.759,0.809,0.069,0.001,0.000,0.000,3.009,0.031
,PNNL 172,41.216,1.381,6.245,0.071,6.553,0.006,14.810,0.358,0.355,0.010,25.712,0.573,0.067,0.002,0.000,0.000,0.000,0.000
,PNNL 173,62.127,1.758,7.348,0.331,4.718,0.089,14.061,0.294,0.525,0.013,31.147,0.150,0.068,0.002,0.000,0.000,3.215,0.319
,PNNL 174,36.798,0.210,6.217,0.034,4.553,0.024,11.669,0.085,0.397,0.004,24.479,0.181,0.072,0.001,0.000,0.000,0.000,0.000
,PNNL 175,39.455,1.322,7.635,0.117,5.006,0.067,12.810,0.338,0.732,0.025,23.601,0.772,0.137,0.004,0.000,0.000,0.000,0.000
,PNNL 176,48.246,0.801,8.606,0.044,7.680,0.045,15.657,0.271,0.354,0.008,28.469,0.424,0.134,0.003,0.000,0.000,0.000,0.000
,PNNL 177,44.727,0.626,8.151,0.057,6.256,0.024,13.389,0.138,0.260,0.012,33.973,0.268,0.070,0.003,0.000,0.000,0.000,0.000
,PNNL 178,39.250,1.495,7.529,0.165,5.025,0.077,11.392,0.410,0.900,0.119,38.968,1.309,0.055,0.006,0.000,0.000,0.000,0.000
,PNNL 179,48.436,0.509,7.801,0.048,5.225,0.020,14.581,0.074,0.298,0.003,32.329,0.116,0.055,0.000,0.000,0.000,2.391,0.171
,PNNL 180,37.442,0.442,7.690,0.013,5.387,0.033,12.739,0.201,0.272,0.018,26.814,0.153,0.055,0.003,0.000,0.000,2.059,0.069
,PNNL 181,100.189,1.142,25.683,0.211,27.384,0.120,55.057,0.881,0.000,0.000,0.463,0.014,0.080,0.001,0.000,0.000,14.996,0.399
,PNNL 182,68.298,1.277,13.087,0.047,10.786,0.020,21.618,0.329,0.085,0.003,4.671,0.028,0.058,0.001,0.000,0.000,8.171,0.391
,PNNL 183,58.927,0.766,14.376,0.119,10.213,0.020,23.363,0.238,0.135,0.005,4.570,0.038,0.088,0.003,0.000,0.000,9.200,0.078
,PNNL 184,99.734,5.126,20.681,0.248,14.313,0.021,32.221,1.431,0.085,0.003,2.429,0.009,0.090,0.002,0.000,0.000,9.565,0.229
,PNNL 185,101.519,1.858,15.553,0.176,12.554,0.059,28.938,0.260,0.129,0.003,12.068,0.039,0.099,0.002,0.000,0.000,7.775,0.258
,PNNL 186,63.381,0.241,13.876,0.036,11.445,0.033,23.929,0.043,0.067,0.002,6.411,0.052,0.069,0.001,0.000,0.000,5.352,0.246
,PNNL 188,59.700,2.543,9.798,0.018,7.885,0.066,18.457,0.587,0.064,0.002,9.787,0.019,0.069,0.001,0.000,0.000,5.479,0.043
,PNNL 189,43.876,0.184,6.887,0.086,5.236,0.027,13.689,0.094,0.276,0.005,29.829,0.227,0.053,0.001,0.000,0.000,0.000,0.000
,PNNL 190,1.163,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,PNNL 191,0.380,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,PNNL 192,217.519,2.066,23.609,0.288,33.975,0.180,67.746,0.840,0.146,0.004,3.729,0.007,0.000,0.000,0.546,0.025,8.234,0.292
,PNNL 193,297.991,13.767,36.758,0.338,36.902,0.483,73.856,3.442,0.081,0.002,2.574,0.014,0.064,0.001,1.313,0.072,5.416,0.069
,PNNL 194,158.988,0.874,19.009,0.025,36.980,0.118,61.625,0.216,0.055,0.001,1.216,0.012,0.000,0.000,0.000,0.000,2.835,0.135
,PNNL 195,229.185,7.311,27.432,0.417,40.801,0.294,70.636,2.077,0.065,0.006,2.863,0.049,0.041,0.002,1.717,0.088,5.289,0.331
,PNNL 196,175.489,1.965,25.396,0.190,40.030,0.040,63.495,0.870,0.040,0.002,3.546,0.032,0.053,0.001,1.047,0.027,2.470,0.178
,PNNL 197,138.428,0.941,20.369,0.163,37.720,0.381,54.932,0.379,0.092,0.001,3.041,0.013,0.058,0.000,0.624,0.093,0.000,0.000
,PNNL 198,195.890,12.321,21.080,0.190,26.078,0.318,57.823,3.545,0.099,0.008,7.033,0.020,0.000,0.000,0.546,0.018,7.965,0.153
,PNNL 199,282.969,2.971,33.377,0.270,48.669,0.302,84.994,0.994,0.079,0.002,0.832,0.006,0.000,0.000,1.366,0.039,2.930,0.257
,PNNL 200,257.027,12.312,22.944,1.244,45.044,0.617,99.623,2.600,0.156,0.009,0.131,0.009,0.000,0.000,0.000,0.000,10.040,0.410
,PNNL 201,249.325,6.582,28.449,1.138,52.545,0.715,122.596,3.089,0.123,0.002,0.000,0.000,0.000,0.000,0.000,0.000,5.352,0.093
,PNNL 202,279.113,2.987,23.671,0.121,54.235,0.163,122.712,0.699,0.151,0.004,0.000,0.000,0.000,0.000,0.000,0.000,10.119,0.326
,PNNL 203,261.978,4.611,24.707,0.124,62.289,0.037,138.832,2.818,0.174,0.002,0.000,0.000,0.000,0.000,0.000,0.000,6.635,0.268
,PNNL 204,278.618,9.947,22.888,0.417,54.804,0.159,125.304,3.433,0.135,0.002,0.105,0.006,0.000,0.000,0.000,0.000,9.264,0.209
,PNNL 205,296.429,4.565,24.039,0.517,61.904,0.384,141.742,1.559,0.061,0.002,0.000,0.000,0.000,0.000,0.000,0.000,9.105,0.295
,PNNL 206,262.242,9.677,25.571,0.890,50.885,0.585,115.833,4.772,0.146,0.006,0.129,0.003,0.000,0.000,0.000,0.000,8.424,0.332
,PNNL 207,239.895,1.847,21.641,0.011,49.501,0.223,116.477,0.687,0.150,0.002,0.000,0.000,0.000,0.000,0.000,0.000,7.633,0.094
,PNNL 208,246.322,0.074,22.069,0.814,46.520,0.037,98.467,2.275,0.138,0.005,0.000,0.000,0.000,0.000,0.000,0.000,9.992,0.354
,PNNL 209,0.511,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,PNNL 210,0.325,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,PNNL 211,628.340,13.446,32.321,0.595,24.338,0.097,85.161,1.678,0.061,0.001,0.625,0.006,0.000,0.000,0.000,0.000,50.721,0.416
,PNNL 212,551.485,2.316,28.728,0.124,26.699,0.053,78.127,0.383,0.052,0.002,0.264,0.005,0.000,0.000,0.000,0.000,43.436,0.886
,PNNL 213,500.571,9.511,30.732,0.734,34.265,0.288,86.864,0.938,0.128,0.001,0.299,0.015,0.000,0.000,0.000,0.000,38.464,0.800
,PNNL 214,328.273,3.086,27.065,0.233,35.240,0.218,80.514,0.274,0.046,0.003,0.000,0.000,0.000,0.000,0.000,0.000,21.679,1.106
,PNNL 215,489.247,5.969,26.677,0.093,31.609,0.224,83.484,0.885,0.065,0.003,0.292,0.004,0.000,0.000,0.000,0.000,35.344,0.915
,PNNL 216,437.989,1.708,34.741,0.434,27.173,0.133,73.141,0.512,0.066,0.001,0.323,0.009,0.000,0.000,0.000,0.000,36.168,0.307
,PNNL 217,320.502,15.769,28.783,0.737,24.811,0.097,59.613,1.508,0.059,0.002,0.219,0.009,0.000,0.000,0.000,0.000,14.568,0.718
,PNNL 218,492.688,3.202,30.907,0.253,30.949,0.192,85.414,0.307,0.103,0.002,0.316,0.002,0.000,0.000,0.000,0.000,39.509,0.620
,PNNL 219,161.098,3.013,21.301,0.249,14.946,0.114,32.031,0.711,0.437,0.010,11.585,0.046,0.000,0.000,0.000,0.000,9.549,0.423
,PNNL 220,141.720,1.828,18.228,0.284,13.921,0.021,30.965,0.502,0.244,0.008,7.049,0.024,0.000,0.000,0.000,0.000,10.293,0.413
,PNNL 221,116.523,3.461,15.388,0.038,14.908,0.048,29.664,0.973,0.160,0.004,9.246,0.051,0.000,0.000,0.000,0.000,6.572,0.135
,PNNL 222,98.307,1.907,15.706,0.171,10.199,0.059,25.407,0.381,0.235,0.003,9.211,0.059,0.000,0.000,0.000,0.000,5.685,0.069
,PNNL 223,102.135,2.615,14.451,0.038,14.894,0.033,30.524,0.632,0.170,0.003,9.966,0.028,0.000,0.000,0.000,0.000,6.952,0.170
,PNNL 224,135.353,1.678,16.077,0.138,14.159,0.086,32.342,0.485,0.135,0.002,13.725,0.139,0.000,0.000,0.000,0.000,7.047,0.106
,PNNL 225,94.468,2.881,12.626,0.191,8.719,0.079,21.233,0.518,0.183,0.005,13.252,0.061,0.000,0.000,0.000,0.000,6.049,0.111
,PNNL 226,133.111,0.719,15.154,0.252,14.684,0.066,31.151,0.218,0.096,0.002,9.340,0.032,0.000,0.000,0.000,0.000,7.680,0.078
,PNNL 227,206.631,2.542,24.357,0.153,26.852,0.105,52.827,0.095,0.059,0.001,0.438,0.008,0.000,0.000,0.000,0.000,15.344,0.193
,PNNL 228,165.163,2.098,26.721,0.604,23.912,0.127,51.100,0.547,0.033,0.000,0.320,0.006,0.060,0.000,0.000,0.000,8.440,0.219
,PNNL 229,155.283,2.826,26.220,0.252,22.593,0.194,47.261,0.756,0.068,0.001,0.328,0.015,0.000,0.000,0.000,0.000,6.651,0.128
,PNNL 230,199.554,3.372,26.789,0.126,22.230,0.116,47.149,0.566,0.000,0.000,1.251,0.017,0.000,0.000,0.000,0.000,12.811,0.100
,PNNL 231,135.806,6.166,19.695,0.297,15.382,0.080,26.940,1.002,0.102,0.001,7.769,0.056,0.060,0.000,0.000,0.000,10.420,0.088
,PNNL 232,163.449,6.718,27.122,0.277,27.816,0.206,55.235,2.132,0.000,0.000,0.233,0.006,0.000,0.000,0.000,0.000,7.474,0.553
,PNNL 233,157.174,8.032,27.742,0.716,22.932,0.105,49.536,2.036,0.022,0.000,0.308,0.011,0.000,0.000,0.000,0.000,7.791,0.353
,PNNL 234,102.784,3.258,15.657,0.379,8.582,0.036,19.887,0.249,0.326,0.000,10.355,0.096,0.000,0.000,0.000,0.000,5.669,0.113
,PNNL 235,76.488,1.086,12.560,0.128,6.476,0.065,15.446,0.184,0.290,0.010,14.987,0.118,0.000,0.000,0.000,0.000,5.337,0.223
,PNNL 236,142.792,1.856,23.921,0.062,23.600,0.168,46.305,0.458,0.000,0.000,0.301,0.012,0.070,0.002,0.000,0.000,7.284,0.301
,PNNL 237,0.366,0.041,0.000,0.000,0.000,0.000,0.000,0.000,0.099,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,PNNL 238,0.273,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,,,,,,,,,,,,,,,,,,,
