Analysis of Kaizad's Ammonium Extraction Samples (WBLE Sites),,,,,,,,,, ,, ,, ,, ,, ,
,,,,,,,,,,,,,,,,,,,
13,PNNL 13,0.383,0.005,0.000,0.000,0.646,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14,PNNL 14,3.474,0.046,34.757,0.355,227.382,0.250,51.687,0.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.092,0.246
15,PNNL 15,2.126,0.044,27.274,0.649,174.473,1.378,41.969,0.579,0.031,0.001,0.000,0.000,0.000,0.000,0.000,0.000,2.816,0.114
16,PNNL 16,4.051,0.015,30.676,0.184,194.528,0.817,50.089,0.140,0.000,0.000,0.000,0.000,0.062,0.000,0.000,0.000,3.553,0.145
17,PNNL 17,3.148,0.045,17.885,0.277,166.851,0.751,42.813,0.338,0.000,0.000,0.000,0.000,0.053,0.004,0.000,0.000,2.697,0.077
18,PNNL 18,1.291,0.063,28.196,1.362,196.654,3.441,28.766,0.610,0.000,0.000,0.486,0.016,1.034,0.011,3.227,0.043,2.539,0.111
19,PNNL 19,2.523,0.084,59.835,2.256,154.154,0.462,11.935,0.249,0.103,0.001,1.225,0.033,1.931,0.004,62.421,0.799,3.908,0.116
20,PNNL 20,2.090,0.071,36.581,0.911,201.628,2.339,45.373,0.585,0.034,0.001,0.204,0.016,0.040,0.000,1.044,0.084,3.092,0.297
21,PNNL 21,5.809,0.154,17.734,0.341,227.451,1.365,46.953,0.822,0.000,0.000,0.000,0.000,0.000,0.000,1.077,0.073,4.934,0.305
22,PNNL 22,4.378,0.075,23.963,0.379,162.269,1.152,26.967,0.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.842,0.164
23,PNNL 23,4.177,0.049,11.666,0.154,122.563,0.392,28.039,0.233,0.000,0.000,0.000,0.000,0.039,0.002,0.000,0.000,15.184,0.858
24,PNNL 24,1.136,0.037,25.285,0.822,201.839,3.209,27.338,0.314,0.000,0.000,0.468,0.010,0.991,0.010,3.190,0.091,2.329,0.340
25,PNNL 25,0.623,0.013,0.000,0.000,0.712,0.017,0.935,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26,PNNL 26,3.819,0.061,16.188,0.241,128.134,0.128,37.787,0.431,0.000,0.000,0.000,0.000,0.034,0.001,0.000,0.000,3.789,0.175
27,PNNL 27,4.610,0.511,8.383,0.820,120.076,3.951,39.168,2.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.539,0.141
28,PNNL 28,3.717,0.070,21.019,0.456,134.672,0.714,34.277,0.411,0.000,0.000,0.000,0.000,0.191,0.008,0.000,0.000,23.539,0.706
29,PNNL 29,3.232,0.137,15.076,0.681,140.380,1.853,30.767,0.640,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.000,3.789,0.129
30,PNNL 30,4.677,0.208,8.806,0.369,86.109,0.758,28.255,0.698,0.000,0.000,0.000,0.000,0.047,0.001,0.000,0.000,9.263,0.271
31,PNNL 31,4.196,0.034,6.857,0.058,135.188,0.825,31.822,0.089,0.000,0.000,0.000,0.000,0.055,0.000,0.000,0.000,20.066,0.311
32,PNNL 32,4.850,0.224,10.680,0.503,122.368,0.857,39.337,1.160,0.000,0.000,0.000,0.000,0.039,0.001,0.000,0.000,34.632,1.053
33,PNNL 33,4.224,0.266,5.470,0.228,192.658,3.121,47.732,1.527,0.000,0.000,0.000,0.000,0.053,0.003,0.000,0.000,54.171,2.134
34,PNNL 34,3.606,0.119,5.488,0.119,178.321,1.979,32.522,0.566,0.000,0.000,0.271,0.003,1.002,0.005,0.000,0.000,33.763,1.425
35,PNNL 35,6.212,0.124,10.207,0.227,156.837,0.580,49.899,0.514,0.044,0.001,0.000,0.000,0.092,0.000,0.000,0.000,56.326,0.828
36,PNNL 36,4.556,0.053,8.260,0.131,100.735,0.604,28.127,0.239,0.000,0.000,0.000,0.000,0.049,0.001,0.000,0.000,8.925,0.276
37,PNNL 37,0.372,0.010,0.000,0.000,0.756,0.006,0.930,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,PNNL 38,7.692,0.415,5.731,0.230,187.929,2.180,58.033,1.532,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.132,0.207
39,PNNL 39,4.435,0.063,15.507,0.163,179.893,0.432,37.511,0.338,0.036,0.001,0.000,0.000,0.000,0.000,0.000,0.000,5.789,0.113
40,PNNL 40,4.708,0.451,4.716,0.366,207.497,5.416,44.051,2.277,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.434,0.344
41,PNNL 41,1.033,0.104,33.140,1.677,195.928,6.877,53.870,1.492,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.276,0.076
42,PNNL 42,0.909,0.020,29.433,0.856,231.737,8.296,40.731,1.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.342,0.062
43,PNNL 43,0.803,0.084,30.542,4.395,213.591,7.988,50.075,3.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.197,0.278
44,PNNL 44,1.041,0.042,44.003,1.743,205.966,2.739,52.193,1.180,0.034,0.003,0.000,0.000,0.031,0.001,0.000,0.000,2.434,0.148
45,PNNL 45,1.126,0.046,28.345,1.054,209.307,4.228,41.343,0.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.355,0.299
46,PNNL 46,1.224,0.060,41.441,1.376,230.976,8.985,47.000,1.415,0.038,0.002,0.000,0.000,0.000,0.000,0.000,0.000,2.737,0.199
47,PNNL 47,2.497,0.081,26.881,0.820,206.465,2.870,40.148,0.618,0.000,0.000,0.000,0.000,0.049,0.000,0.000,0.000,2.974,0.079
48,PNNL 48,0.933,0.016,42.454,0.437,209.079,1.192,49.212,0.561,0.033,0.001,0.000,0.000,0.031,0.001,0.000,0.000,2.632,0.303
49,PNNL 49,0.542,0.003,0.000,0.000,0.786,0.007,0.824,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,PNNL 50,1.397,0.013,42.309,2.581,178.536,7.927,50.201,3.168,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.000,2.659,0.105
51,PNNL 51,1.849,0.091,32.344,1.313,201.363,4.349,49.490,0.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.566,0.065
52,PNNL 52,4.840,0.325,13.498,0.682,225.062,10.735,45.555,2.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.724,0.171
53,PNNL 53,5.828,0.085,17.329,0.603,228.879,4.806,49.454,0.445,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.724,0.381
54,PNNL 54,5.929,0.039,9.048,0.051,226.595,1.246,43.197,0.207,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.000,3.711,0.057
55,PNNL 55,4.109,0.437,11.580,0.917,171.786,5.738,35.463,1.745,0.000,0.000,0.195,0.007,0.062,0.004,0.000,0.000,12.092,0.689
56,PNNL 56,6.709,0.577,20.137,3.021,158.568,6.327,45.435,1.867,0.000,0.000,0.000,0.000,0.058,0.004,0.000,0.000,9.000,0.746
57,PNNL 57,4.574,0.082,9.680,0.127,195.904,0.980,35.103,0.418,0.034,0.002,0.000,0.000,0.068,0.001,0.000,0.000,10.711,3.427
58,PNNL 58,5.823,0.345,9.354,0.464,157.901,4.090,33.983,0.795,0.000,0.000,0.000,0.000,0.047,0.001,0.000,0.000,3.079,0.068
59,PNNL 59,2.968,0.056,9.841,0.185,167.145,2.674,31.461,0.173,0.000,0.000,0.000,0.000,0.042,0.000,0.000,0.000,3.316,0.154
60,PNNL 60,8.318,0.614,13.246,1.091,204.650,5.444,52.596,1.825,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.355,0.091
61,PNNL 61,0.440,0.001,0.000,0.000,0.821,0.025,0.857,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,PNNL 62,1.182,0.024,12.844,0.190,179.857,0.126,53.296,0.746,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.000,4.155,0.233
63,PNNL 63,3.089,0.110,3.453,0.125,99.424,1.153,13.772,0.281,0.000,0.000,0.000,0.000,0.078,0.002,0.000,0.000,71.829,2.061
64,PNNL 64,4.611,0.026,8.953,0.094,190.192,0.837,22.487,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.414,0.711
65,PNNL 65,4.385,0.002,9.045,0.030,225.844,0.655,30.494,0.159,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.000,79.513,1.431
66,PNNL 66,4.714,0.207,12.841,0.528,196.624,2.359,36.061,0.811,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.000,52.645,0.995
67,PNNL 67,4.980,0.102,7.835,0.187,198.580,1.549,41.382,0.298,0.000,0.000,0.000,0.000,0.102,0.001,0.000,0.000,31.671,0.773
68,PNNL 68,4.496,0.053,7.891,0.110,209.188,2.071,36.706,0.209,0.000,0.000,0.000,0.000,0.048,0.001,0.000,0.000,20.908,0.648
69,PNNL 69,6.234,0.276,9.256,0.410,164.807,0.939,41.493,1.141,0.000,0.000,0.000,0.000,0.145,0.003,0.000,0.000,48.470,1.260
70,PNNL 70,5.697,0.139,19.256,0.508,184.385,1.051,36.239,0.562,0.000,0.000,0.000,0.000,0.060,0.001,0.000,0.000,66.697,0.987
71,PNNL 71,5.150,0.211,16.225,0.544,215.235,3.659,29.533,0.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.132,1.665
72,PNNL 72,5.035,0.176,13.793,0.495,179.332,1.471,36.258,0.986,0.000,0.000,0.000,0.000,0.062,0.001,0.000,0.000,49.833,0.698
73,PNNL 73,0.550,0.011,0.000,0.000,0.857,0.012,0.866,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,PNNL 74,0.355,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,PNNL 75,0.762,0.027,28.982,0.956,137.607,2.202,28.372,0.457,0.000,0.000,0.000,0.000,0.040,0.002,0.000,0.000,1.697,0.346
76,PNNL 76,0.588,0.023,44.669,2.001,135.141,2.797,33.632,0.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.382,0.092
77,PNNL 77,1.067,0.011,36.909,0.491,137.281,0.302,30.508,0.165,0.000,0.000,0.000,0.000,0.055,0.001,0.000,0.000,1.844,0.107
78,PNNL 78,1.000,0.045,42.221,1.849,86.363,1.650,20.918,0.448,0.067,0.002,2.873,0.053,1.522,0.022,0.000,0.000,1.763,0.070
79,PNNL 79,0.875,0.022,28.747,0.926,136.798,1.341,29.457,0.312,0.042,0.001,0.258,0.002,0.139,0.001,0.000,0.000,2.289,0.292
80,PNNL 80,0.675,0.005,29.462,0.342,106.401,0.298,22.330,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.430,0.032
81,PNNL 81,0.626,0.004,35.532,0.064,125.602,0.402,27.954,0.196,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.697,0.086
82,PNNL 82,1.136,0.005,40.266,0.161,182.253,0.510,31.061,0.062,0.037,0.001,0.000,0.000,0.000,0.000,0.000,0.000,2.298,0.308
83,PNNL 83,0.816,0.009,49.090,0.304,129.976,0.936,33.654,0.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.566,0.209
84,PNNL 84,1.170,0.005,17.163,0.043,222.997,0.602,30.774,0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.367,0.088
85,PNNL 85,0.817,0.005,26.812,0.228,139.354,0.516,28.644,0.115,0.031,0.002,0.234,0.009,0.151,0.002,0.000,0.000,2.472,0.111
86,PNNL 86,0.414,0.035,0.000,0.000,0.699,0.012,0.929,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87,PNNL 87,0.874,0.001,84.546,0.321,136.737,0.615,35.574,0.075,0.000,0.000,0.000,0.000,0.000,0.000,0.927,0.043,1.830,0.121
88,PNNL 88,1.445,0.106,18.597,1.332,186.377,5.051,34.673,1.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.197,0.095
89,PNNL 89,3.603,0.053,13.323,0.236,159.010,0.731,42.799,0.338,0.094,0.000,0.218,0.004,0.042,0.000,0.000,0.000,2.538,0.150
90,PNNL 90,2.418,0.027,25.346,0.347,174.968,0.805,46.785,0.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.289,0.147
91,PNNL 91,3.621,0.087,22.707,0.518,194.721,1.869,66.606,0.799,0.000,0.000,0.191,0.009,0.000,0.000,0.000,0.000,3.113,0.412
92,PNNL 92,1.552,0.017,16.198,0.157,159.625,0.303,39.991,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.271,0.133
93,PNNL 93,1.712,0.014,26.133,0.264,160.328,1.154,43.754,0.381,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.000,2.418,0.105
94,PNNL 94,1.801,0.017,37.622,0.380,192.356,1.193,7.437,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.645,0.317
95,PNNL 95,3.311,0.087,8.888,0.280,158.543,0.745,31.462,0.554,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.000,3.193,0.139
96,PNNL 96,3.573,0.040,5.659,0.063,173.122,0.710,31.895,0.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.725,0.323
97,PNNL 97,3.441,0.032,20.730,0.164,201.044,1.267,63.050,0.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.019,0.103
98,PNNL 98,0.560,0.018,0.000,0.000,0.723,0.013,0.850,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99,PNNL 99,3.015,0.062,10.449,0.220,168.687,0.287,33.669,0.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.685,0.093
100,PNNL 100,2.756,0.048,12.430,0.266,164.626,0.675,32.472,0.425,0.032,0.002,0.000,0.000,0.000,0.000,0.000,0.000,4.716,0.102
101,PNNL 101,2.696,0.012,10.985,0.007,174.553,0.541,30.611,0.202,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.569,0.265
102,PNNL 102,3.418,0.116,7.491,0.294,158.144,1.012,28.388,0.605,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.302,0.177
103,PNNL 103,3.048,0.055,15.733,0.371,151.864,0.972,33.206,0.545,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.712,0.166
104,PNNL 104,3.402,0.052,7.206,0.133,154.511,0.541,35.012,0.564,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.434,0.054
105,PNNL 105,2.678,0.018,11.060,0.126,158.573,0.270,40.524,0.239,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.000,3.327,0.151
106,PNNL 106,4.025,0.070,4.719,0.095,133.558,0.414,31.448,0.425,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.444,0.266
107,PNNL 107,3.281,0.011,7.425,0.082,135.722,0.244,24.256,0.153,0.000,0.000,0.000,0.000,0.054,0.001,0.000,0.000,15.444,0.204
108,PNNL 108,3.580,0.033,6.156,0.065,145.486,0.436,29.903,0.353,0.000,0.000,0.000,0.000,0.056,0.002,0.000,0.000,16.433,0.698
109,PNNL 109,2.809,0.047,13.814,0.207,153.722,0.692,31.436,0.362,0.000,0.000,0.000,0.000,0.032,0.001,0.000,0.000,3.033,0.255
110,PNNL 110,0.539,0.014,0.000,0.000,0.821,0.004,0.866,0.001,0.042,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111,PNNL 111,3.795,0.107,5.410,0.153,153.350,0.383,26.989,0.561,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.451,0.053
112,PNNL 112,3.381,0.149,7.078,0.292,133.598,1.363,26.297,0.647,0.000,0.000,0.000,0.000,0.060,0.001,0.000,0.000,14.937,0.134
113,PNNL 113,3.540,0.038,6.057,0.050,139.209,0.292,23.440,0.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.418,0.247
114,PNNL 114,3.425,0.239,4.064,0.228,160.237,3.012,26.452,1.219,-0.011,-0.003,0.000,0.000,0.000,0.000,0.000,0.000,24.863,0.659
115,PNNL 115,2.192,0.032,2.817,0.019,53.246,0.122,11.401,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.864,0.089
116,PNNL 116,2.007,0.014,18.234,0.290,78.015,0.343,31.615,0.174,0.120,0.002,35.788,0.179,0.319,0.002,0.000,0.000,2.151,0.138
117,PNNL 117,1.458,0.035,22.804,0.636,78.987,0.387,20.239,0.273,0.318,0.005,56.523,0.673,0.160,0.002,0.000,0.000,1.376,0.185
118,PNNL 118,2.036,0.030,32.069,0.430,128.051,3.496,66.693,0.540,0.555,0.007,59.617,2.224,0.395,0.005,0.000,0.000,2.538,0.296
119,PNNL 119,0.961,0.023,11.680,0.290,47.753,0.544,19.836,0.234,0.325,0.009,28.087,0.261,0.089,0.003,0.000,0.000,0.000,0.000
120,PNNL 120,1.985,0.065,7.713,0.284,93.177,0.783,46.707,0.990,0.247,0.009,37.296,0.515,0.214,0.005,0.000,0.000,1.817,0.110
121,PNNL 121,1.768,0.012,15.767,0.115,72.979,0.036,26.007,0.146,0.084,0.003,13.899,0.013,0.190,0.002,0.000,0.000,2.498,0.090
122,PNNL 122,0.430,0.001,0.000,0.000,0.739,0.003,0.849,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123,PNNL 123,0.316,0.009,0.476,0.069,0.712,0.008,0.840,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124,PNNL 124,3.631,0.010,11.385,0.038,64.110,0.090,19.370,0.110,0.287,0.003,74.121,0.334,0.256,0.003,0.000,0.000,4.542,0.124
125,PNNL 125,8.989,0.087,8.787,0.084,153.086,1.776,89.094,1.657,0.194,0.001,1.385,0.015,0.077,0.000,0.000,0.000,4.061,0.127
126,PNNL 126,2.004,0.013,16.869,0.147,71.548,0.501,29.961,0.054,0.087,0.001,9.403,0.045,0.306,0.001,0.000,0.000,1.657,0.129
127,PNNL 127,0.985,0.060,10.672,0.741,47.583,0.619,16.660,0.688,0.000,0.000,6.288,0.145,0.132,0.004,0.000,0.000,0.000,0.000
128,PNNL 128,1.224,0.015,8.284,0.122,26.203,0.110,9.990,0.150,0.062,0.003,27.027,0.289,4.054,0.016,0.000,0.000,0.000,0.000
129,PNNL 129,1.432,0.004,7.748,0.030,62.472,0.406,23.999,0.122,0.148,0.008,15.421,0.100,1.104,0.004,0.000,0.000,1.323,0.145
130,PNNL 130,1.669,0.098,7.089,0.421,60.003,0.594,27.266,1.164,0.204,0.009,14.739,0.343,0.756,0.002,0.000,0.000,1.162,0.270
131,PNNL 131,1.439,0.011,18.884,0.144,69.275,0.443,29.897,0.060,0.000,0.000,5.397,0.016,0.371,0.010,0.000,0.000,1.283,0.236
132,PNNL 132,1.970,0.015,5.621,0.090,139.414,0.293,46.461,0.358,0.038,0.002,0.000,0.000,0.000,0.000,0.000,0.000,1.870,0.116
133,PNNL 133,1.215,0.008,15.060,0.021,30.923,0.037,20.184,0.038,0.198,0.003,63.472,0.121,0.191,0.001,0.000,0.000,0.000,0.000
134,PNNL 134,2.069,0.007,4.300,0.026,117.074,0.129,32.838,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.770,0.098
135,PNNL 135,3.537,0.166,10.842,0.492,114.421,0.732,36.548,0.574,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.204,0.316
136,PNNL 136,3.014,0.026,4.353,0.041,147.134,0.118,44.284,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.498,0.040
137,PNNL 137,3.275,0.192,9.130,0.528,89.706,1.175,37.356,1.139,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.409,0.166
138,PNNL 138,1.693,0.073,6.665,0.330,97.374,0.837,33.398,0.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.563,0.094
139,PNNL 139,0.527,0.014,0.000,0.000,0.796,0.004,0.848,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
140,PNNL 140,0.302,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,,,,,,,,,,,,,,,,,,,
