"","depth_cm","date","site","location","mean_VWC","sd_VWC","mean_EC","sd_EC","mean_Tsoil","sd_Tsoil","n"
"161","10",2022-06-03,"MSM","UP",0.422303263304687,0.0190525756644691,671.4453125,289.318858184543,20.11953125,0.186233209767661,384
"162","10",2022-06-03,"MSM","W",0.6210673144375,0.00365772680311091,8520.83854166667,593.455397543282,23.4182291666667,0.572155829086287,192
"163","10",2022-06-04,"MSM","TR",0.496390850101562,0.039914910700621,3595.40885416667,1048.08469951748,20.5127604166667,0.478104050306971,384
"164","10",2022-06-04,"MSM","UP",0.418500449289062,0.0181261040759091,639.4375,288.403422210207,19.7794270833333,0.370193210291653,384
"165","10",2022-06-04,"MSM","W",0.619293742703125,0.0068812699842744,8381.70833333333,777.409484189769,21.3239583333333,0.710245852525496,192
"166","10",2022-06-05,"MSM","TR",0.495910136945312,0.0389151924762827,3260.5625,940.445736910486,20.33125,0.389432874121427,384
"167","10",2022-06-05,"MSM","UP",0.413472760210937,0.0161161843480901,607.565104166667,289.828374408027,19.6346354166667,0.286371688573672,384
"168","10",2022-06-05,"MSM","W",0.61884549596875,0.00445907974995604,8743.88020833333,833.160833875202,21.1052083333333,0.976409684814909,192
"169","10",2022-06-06,"MSM","TR",0.493260012226563,0.0368846151196472,3159.421875,902.932254970397,19.7265625,0.514512779999962,384
"170","10",2022-06-06,"MSM","UP",0.4093514944375,0.0149732939958686,592.309895833333,286.163513494194,19.1140625,0.352551544293614,384
"171","10",2022-06-06,"MSM","W",0.618887377046875,0.00368142905196816,8985.75,765.62470814184,20.0276041666667,1.31925668805877,192
"172","10",2022-06-07,"MSM","TR",0.4935282188125,0.0360032841096789,3214.6640625,881.005264391355,19.88671875,0.387878563083523,384
"173","10",2022-06-07,"MSM","UP",0.405999745492187,0.0138759263400176,586.635416666667,281.468356876117,19.23046875,0.380234624643874,384
"174","10",2022-06-07,"MSM","W",0.620603349671875,0.0021642108381703,9105.02604166667,656.214364755907,20.765625,0.9479465959067,192
"175","10",2022-06-08,"MSM","TR",0.497195025390625,0.0354655852503587,4125.93229166667,1248.75823881436,20.72421875,0.602138845800045,384
"176","10",2022-06-08,"MSM","UP",0.402598822140625,0.0131945433701765,587.2578125,280.550938192209,20.0505208333333,0.579681860693483,384
"177","10",2022-06-08,"MSM","W",0.62239930646875,0.00190748300105565,9164.734375,650.608339783979,22.4984375,1.13730077076986,192
"178","10",2022-06-09,"MSM","TR",0.49935370909375,0.0358341444953637,3649.98958333333,964.971631989227,21.3229166666667,0.352530328800386,384
"179","10",2022-06-09,"MSM","UP",0.399749969382812,0.012256469589947,585.9453125,278.788557269939,20.5096354166667,0.311881132199882,384
"180","10",2022-06-09,"MSM","W",0.6233415398125,0.00180717743484843,9157.734375,691.803703104375,23.1989583333333,0.608060136125409,192
"181","10",2022-06-10,"MSM","TR",0.498417920546875,0.0350849194737286,3362.45833333333,837.51526907609,20.790625,0.446589191545454,384
"182","10",2022-06-10,"MSM","UP",0.395990844625,0.0129449844986356,578.049479166667,278.1380842137,19.9723958333333,0.321985500838497,384
"183","10",2022-06-10,"MSM","W",0.6312062123125,0.0130438360596562,8589.40625,759.942138581712,21.8192708333333,0.55162158816262,192
"184","10",2022-06-11,"MSM","TR",0.490770330625,0.0354069827059112,3293.22395833333,876.668222102193,20.5598958333333,0.280164050381552,384
"185","10",2022-06-11,"MSM","UP",0.391115588125,0.0126571670774317,571.5859375,276.030833995208,19.7473958333333,0.196559146974533,384
"186","10",2022-06-11,"MSM","W",0.622264693046875,0.00425039066100333,9166.09895833333,777.234246495618,21.3354166666667,0.245793582434111,192
"187","10",2022-06-12,"MSM","TR",0.493401727046875,0.0351384018155511,3629.73697916667,1112.57812755255,20.4497395833333,0.306840949088325,384
"188","10",2022-06-12,"MSM","UP",0.392684946671875,0.0142998642138334,565.026041666667,276.820571061619,19.6630208333333,0.240619825343069,384
"189","10",2022-06-12,"MSM","W",0.622040923234375,0.0020717225978081,9230.63020833333,729.977187998988,21.0890625,0.245664301340019,192
"190","10",2022-06-13,"MSM","TR",0.500883439210937,0.0352030855369528,3547.2109375,958.742804295644,21.2479166666667,0.712181096848577,384
"191","10",2022-06-13,"MSM","UP",0.392254660515625,0.0141908943318469,538.283854166667,279.466425863835,20.4059895833333,0.714629345688299,384
"192","10",2022-06-13,"MSM","W",0.622957902671875,0.00242531879421399,9175.625,765.69563553851,22.4380208333333,1.22018891318389,192
"193","10",2022-06-14,"MSM","TR",0.500345490601563,0.0345111800561586,3393.88020833333,909.959767982173,21.7658854166667,0.154337622499784,384
"194","10",2022-06-14,"MSM","UP",0.3886601003125,0.0126282490006532,535.182291666667,273.182698072787,20.8614583333333,0.244039029394298,384
"195","10",2022-06-14,"MSM","W",0.623951775203125,0.00387763870934159,9065.69791666667,866.140516994144,23.14375,0.403469897408943,192
"196","10",2022-06-15,"MSM","TR",0.487153698507812,0.0334001053891281,3298.53645833333,920.338908358829,21.4994791666667,0.469319533612349,384
"197","10",2022-06-15,"MSM","UP",0.3853059775,0.0107877298320748,534.25,266.291316557922,20.6729166666667,0.442454385645401,384
"198","10",2022-06-15,"MSM","W",0.624880270421875,0.00698254730784997,9125.0625,841.394060271218,22.4828125,0.907136572116461,192
"199","10",2022-06-16,"MSM","TR",0.492971996476562,0.0318757141530478,3525.89583333333,1024.53671607881,21.4403645833333,0.256733593969334,384
"200","10",2022-06-16,"MSM","UP",0.387897482851563,0.0111983028970535,501.377604166667,266.190229429732,20.58828125,0.253421833417608,384
"201","10",2022-06-16,"MSM","W",0.62392706678125,0.00175605137025838,9310.59375,653.530189388683,22.7989583333333,0.356244163480557,192
"202","10",2022-06-17,"MSM","TR",0.506711313460937,0.0334550186687138,4707.6171875,1150.98065660154,22.1236979166667,0.666886199847142,384
"203","10",2022-06-17,"MSM","UP",0.385137069273437,0.0104092126552945,481.8515625,265.583944723095,21.2127604166667,0.647161857548095,384
