,Anion Concentration Summary Report,,,,,,,,,,,
,,,,,,,,,,,,
No. ,Name ,Dilution ,Amount ,Amount ,Amount ,Amount ,Amount ,Amount ,Amount ,Amount ,Amount ,Amount 
,,,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
,,,CD_1_Total,CD_1_Total,CD_1_Total,UV_VIS_1,CD_1_Total,CD_1_Total,UV_VIS_1,CD_1_Total,UV_VIS_1,CD_1_Total
,,,Fluoride,Chloride,Nitrite,Nitrite UV,Sulfate,Bromide,Bromide UV,Nitrate,Nitrate UV,Phosphate
1,DI Water,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2,10 ppm Anion  Std,1.0000,5.10,10.41,10.76,10.67,10.47,10.47  ,11.65,10.35,10.37,9.90
3,DI water,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
4,1600x,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.19
5,800x,1.0000,0.01,n.a.,n.a.,n.a.,n.a.,0.00  ,0.01,0.01,n.a.,0.27
6,400x,1.0000,0.03,0.82,0.05,0.07,0.13,0.12  ,0.14,0.14,0.13,0.46
7,200x,1.0000,0.09,0.20,0.36,0.41,0.39,0.38  ,0.41,0.38,0.39,0.93
8,20x,1.0000,1.06,4.92,5.39,5.34,5.03,5.03  ,4.89,5.04,5.12,9.87
9,5x,1.0000,3.97,19.94,19.85,19.80,19.96,19.95  ,21.84,19.96,19.78,39.91
10,A-2x,1.0000,9.30,50.71,45.77,46.50,50.30,50.46  ,41.16,50.79,50.84,101.95
11,A-1x,1.0000,17.06,101.79,81.09,88.34,99.46,n.a.,68.98,102.16,102.33,204.62
12,DOC_CMPS_KFP_0027,1.0000,0.15,1.83,n.a.,n.a.,6.03,n.a.,n.a.,18.49,18.20,n.a.
13,DOC_CMPS_KFP_0028,1.0000,0.19,3.76,n.a.,n.a.,19.36,n.a.,n.a.,28.44,27.61,n.a.
14,DOC_CMPS_KFP_0029,1.0000,0.09,2.58,n.a.,n.a.,76.48,n.a.,n.a.,20.09,19.77,n.a.
15,DOC_CMPS_KFP_0030,1.0000,0.23,2.96,n.a.,n.a.,11.07,n.a.,n.a.,26.41,25.74,n.a.
16,DOC_CMPS_KFP_0031,1.0000,0.19,2.65,n.a.,n.a.,33.41,n.a.,n.a.,33.11,32.17,n.a.
17,DOC_CMPS_KFP_0032,1.0000,0.11,2.92,n.a.,n.a.,80.13,n.a.,n.a.,39.01,37.83,n.a.
18,DOC_CMPS_KFP_0033,1.0000,0.15,3.01,n.a.,n.a.,126.61,n.a.,n.a.,31.34,30.92,n.a.
19,DOC_CMPS_KFP_0034,1.0000,0.10,2.66,n.a.,n.a.,218.12,n.a.,n.a.,15.48,14.71,n.a.
20,DOC_CMPS_KFP_0035,1.0000,0.06,3.23,n.a.,n.a.,147.86,n.a.,n.a.,16.28,15.77,n.a.
21,DOC_CMPS_KFP_0036,1.0000,0.09,2.90,n.a.,n.a.,208.15,n.a.,n.a.,19.97,19.31,n.a.
22,DOC_CMPS_KFP_0037,1.0000,0.20,3.49,n.a.,n.a.,20.80,n.a.,n.a.,8.15,8.03,n.a.
23,DOC_CMPS_KFP_0038,1.0000,0.02,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
24,DOC_CMPS_KFP_0039,1.0000,0.02,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
25,DOC_CMPS_KFP_0040,1.0000,0.30,4.67,n.a.,n.a.,28.40,n.a.,n.a.,15.39,15.03,n.a.
26,DOC_CMPS_KFP_0041,1.0000,0.15,8.06,n.a.,n.a.,13.80,n.a.,n.a.,16.82,16.36,n.a.
27,DOC_CMPS_KFP_0042,1.0000,0.18,2.38,n.a.,n.a.,10.01,n.a.,n.a.,11.21,11.03,n.a.
28,DOC_CMPS_KFP_0043,1.0000,0.11,0.10,n.a.,n.a.,1.64,n.a.,n.a.,37.08,36.17,0.35
29,DOC_CMPS_KFP_0044,1.0000,0.14,0.05,n.a.,n.a.,1.52,n.a.,n.a.,43.77,42.53,0.55
30,DOC_CMPS_KFP_0045,1.0000,0.12,0.13,n.a.,n.a.,2.01,n.a.,n.a.,43.14,41.93,0.19
31,DOC_CMPS_KFP_0046,1.0000,0.10,0.15,n.a.,n.a.,1.87,n.a.,n.a.,53.74,52.10,0.60
32,A-20x,1.0000,1.07,4.93,5.41,5.27,5.04,5.04  ,4.86,5.05,5.14,9.97
