22,DOC_CMPS_KFP_0039,n.a.,0.48,n.a.,n.a.,n.a.,n.a.
23,DOC_CMPS_KFP_0040,n.a.,6.72,n.a.,0.07,4.70,14.83  
24,DOC_CMPS_KFP_0041,n.a.,3.44,n.a.,2.32,4.94,20.75  
25,DOC_CMPS_KFP_0042,n.a.,3.43,n.a.,n.a.,1.92,7.42  
26,DOC_CMPS_KFP_0043,n.a.,0.81,n.a.,4.61,2.43,8.10  
27,DOC_CMPS_KFP_0044,n.a.,0.86,n.a.,8.32,2.45,9.07  
28,DOC_CMPS_KFP_0045,n.a.,0.87,n.a.,5.29,2.73,9.25  
29,DOC_CMPS_KFP_0046,n.a.,0.96,n.a.,10.03,3.11,9.61  
30,C-20x,2.59,10.41,12.46,25.96,13.04,25.94  
31,MQ1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
32,DOC_CMPS_KFP_0047,n.a.,1.28,n.a.,6.09,2.79,11.45  
33,DOC_CMPS_KFP_0048,n.a.,1.21,n.a.,11.49,2.52,9.32  
34,DOC_CMPS_KFP_0049,n.a.,1.51,n.a.,2.45,1.31,6.27  
35,DOC_CMPS_KFP_0050,n.a.,4.32,n.a.,3.01,6.07,26.18  
36,DOC_CMPS_KFP_0051,n.a.,0.57,n.a.,n.a.,n.a.,n.a.
37,DOC_CMPS_KFP_0052,n.a.,0.39,n.a.,n.a.,n.a.,n.a.
38,DOC_CMPS_KFP_0053,n.a.,1.16,n.a.,7.11,2.78,9.44  
39,DOC_CMPS_KFP_0054,n.a.,1.62,n.a.,5.85,3.23,11.48  
40,DOC_CMPS_KFP_0055,n.a.,4.65,n.a.,2.70,2.47,8.61  
41,DOC_CMPS_KFP_0056,n.a.,5.42,n.a.,4.34,4.24,16.23  
42,DOC_CMPS_KFP_0057,n.a.,7.09,n.a.,2.66,4.99,17.64  
43,DOC_CMPS_KFP_0058,n.a.,5.16,n.a.,3.31,4.36,15.69  
44,DOC_CMPS_KFP_0059,n.a.,4.35,n.a.,3.06,3.33,12.81  
45,DOC_CMPS_KFP_0060,n.a.,5.12,n.a.,1.85,3.79,16.09  
46,DOC_CMPS_KFP_0061,n.a.,6.99,n.a.,2.24,3.02,10.21  
47,DOC_CMPS_KFP_0062,n.a.,3.72,n.a.,2.56,2.20,8.20  
48,DOC_CMPS_KFP_0063,n.a.,1.65,n.a.,5.90,3.36,11.88  
49,DOC_CMPS_KFP_0064,n.a.,0.48,n.a.,n.a.,n.a.,n.a.
50,DOC_CMPS_KFP_0065,n.a.,0.52,n.a.,n.a.,n.a.,n.a.
51,DOC_CMPS_KFP_0066,n.a.,4.39,n.a.,0.66,1.01,3.46  
52,C-20x,2.59,10.39,12.48,25.98,13.06,25.95  
53,MQ2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
54,DOC_CMPS_KFP_0067,n.a.,2.45,n.a.,0.39,6.43,78.65  
55,DOC_CMPS_KFP_0068,n.a.,4.15,n.a.,1.44,8.16,60.10  
56,DOC_CMPS_KFP_0069,n.a.,4.64,n.a.,1.85,11.49,85.41  
57,DOC_CMPS_KFP_0070,n.a.,4.32,n.a.,2.38,10.31,61.25  
58,DOC_CMPS_KFP_0071,n.a.,5.05,n.a.,0.83,7.99,37.76  
59,DOC_CMPS_KFP_0072,n.a.,4.98,n.a.,0.87,5.62,28.08  
60,DOC_CMPS_KFP_0073,n.a.,4.99,n.a.,1.15,10.29,48.82  
61,DOC_CMPS_KFP_0074,n.a.,5.37,n.a.,4.68,13.18,92.86  
62,DOC_CMPS_KFP_0075,n.a.,6.39,1.27,6.93,15.31,113.38  
63,DOC_CMPS_KFP_0076,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
64,DOC_CMPS_KFP_0077,n.a.,0.58,n.a.,n.a.,n.a.,n.a.
65,DOC_CMPS_KFP_0078,n.a.,0.45,n.a.,n.a.,n.a.,n.a.
66,DOC_CMPS_KFP_0079,n.a.,1.61,n.a.,8.15,2.08,8.48  
67,DOC_CMPS_KFP_0080,n.a.,0.81,n.a.,12.41,1.42,4.50  
68,DOC_CMPS_KFP_0081,n.a.,1.28,n.a.,7.31,1.27,5.24  
69,DOC_CMPS_KFP_0082,n.a.,1.25,0.49,13.68,0.88,n.a.
70,DOC_CMPS_KFP_0083,n.a.,0.96,n.a.,7.69,2.62,10.84  
71,DOC_CMPS_KFP_0084,n.a.,0.96,n.a.,6.75,1.20,5.21  
72,DOC_CMPS_KFP_0085,n.a.,0.71,n.a.,10.15,1.80,n.a.
73,DOC_CMPS_KFP_0086,n.a.,1.05,n.a.,12.63,2.05,n.a.
74,C-20x,2.52,10.13,12.22,25.29,12.72,25.38  
75,MQ3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
76,DOC_CMPS_KFP_0087,n.a.,0.93,n.a.,10.74,1.39,n.a.
77,DOC_CMPS_KFP_0088,n.a.,1.17,n.a.,3.40,2.27,14.18  
78,DOC_CMPS_KFP_0089,n.a.,1.05,n.a.,12.74,1.50,4.77  
79,DOC_CMPS_KFP_0090,n.a.,0.82,n.a.,n.a.,n.a.,n.a.
80,DOC_CMPS_KFP_0091,n.a.,0.75,n.a.,n.a.,n.a.,n.a.
81,DOC_CMPS_KFP_0092,n.a.,1.09,n.a.,23.36,1.67,n.a.
82,DOC_CMPS_KFP_0093,n.a.,1.06,n.a.,1.32,0.35,2.25  
83,DOC_CMPS_KFP_0094,n.a.,2.91,n.a.,1.40,2.09,8.08  
84,DOC_CMPS_KFP_0095,n.a.,2.24,n.a.,4.15,1.94,7.46  
85,DOC_CMPS_KFP_0096,n.a.,2.73,n.a.,3.00,2.88,8.59  
86,DOC_CMPS_KFP_0097,n.a.,1.59,n.a.,2.80,1.68,6.30  
87,DOC_CMPS_KFP_0098,n.a.,1.69,n.a.,4.40,1.56,5.48  
88,DOC_CMPS_KFP_0099,n.a.,1.63,n.a.,8.82,2.48,8.81  
89,DOC_CMPS_KFP_0100,n.a.,2.61,n.a.,1.39,1.60,8.42  
90,DOC_CMPS_KFP_0101,n.a.,3.22,n.a.,0.34,1.69,9.05  
91,DOC_CMPS_KFP_0102,n.a.,1.40,n.a.,2.65,0.88,4.86  
92,DOC_CMPS_KFP_0103,n.a.,0.60,n.a.,n.a.,n.a.,n.a.
93,DOC_CMPS_KFP_0104,n.a.,0.60,n.a.,n.a.,n.a.,n.a.
94,DOC_CMPS_KFP_0105,n.a.,3.03,n.a.,1.40,1.66,7.90  
95,DOC_CMPS_KFP_0106,n.a.,2.08,n.a.,1.55,2.13,11.55  
96,C-20x,2.59,10.39,12.45,25.98,13.01,26.05  
97,MQ4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
98,DOC_CMPS_KFP_0107,n.a.,2.12,n.a.,0.95,1.57,9.27  
99,DOC_CMPS_KFP_0108,n.a.,3.00,n.a.,0.62,1.31,8.05  
100,DOC_CMPS_KFP_0109,n.a.,2.38,n.a.,2.45,1.83,8.27  
101,DOC_CMPS_KFP_0110,n.a.,2.70,n.a.,0.53,1.53,7.36  
102,DOC_CMPS_KFP_0111,n.a.,2.40,n.a.,2.28,2.16,7.57  
103,DOC_CMPS_KFP_0112,n.a.,2.52,n.a.,0.10,2.77,14.53  
104,DOC_CMPS_KFP_0113,n.a.,3.33,n.a.,1.46,3.82,21.12  
105,DOC_CMPS_KFP_0114,n.a.,3.05,n.a.,0.57,3.59,18.16  
106,DOC_CMPS_KFP_0115,n.a.,2.09,n.a.,1.59,1.89,10.32  
107,DOC_CMPS_KFP_0116,n.a.,0.60,n.a.,n.a.,n.a.,n.a.
108,DOC_CMPS_KFP_0117,n.a.,0.56,n.a.,n.a.,n.a.,n.a.
109,DOC_CMPS_KFP_0118,n.a.,3.04,n.a.,0.60,4.40,27.02  
110,C-20x,2.60,10.42,12.50,26.03,13.06,26.01  
111,MQ4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
112,DOC_CMPS_KFP_0119,n.a.,3.31,n.a.,0.81,3.53,18.90  
113,DOC_CMPS_KFP_0120,n.a.,2.94,n.a.,0.70,2.99,19.05  
114,DOC_CMPS_KFP_0121,n.a.,3.49,n.a.,0.25,5.57,36.30  
115,DOC_CMPS_KFP_0122,n.a.,3.68,n.a.,0.81,5.23,28.93  
116,DOC_CMPS_KFP_0123,n.a.,2.19,n.a.,1.71,1.18,3.58  
117,DOC_CMPS_KFP_0124,n.a.,1.55,n.a.,1.33,0.27,1.99  
118,DOC_CMPS_KFP_0125,n.a.,2.01,n.a.,2.30,1.72,4.29  
119,DOC_CMPS_KFP_0126,n.a.,1.69,n.a.,0.64,0.40,1.82  
120,C-20x,2.60,10.43,12.57,26.06,13.12,26.13  
121,MQ5,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
122,DOC_CMPS_KFP_0127,n.a.,2.02,n.a.,0.09,0.34,1.25  
123,DOC_CMPS_KFP_0128,n.a.,3.13,n.a.,0.67,3.02,16.07  
124,DOC_CMPS_KFP_0129,n.a.,0.82,n.a.,n.a.,n.a.,n.a.
125,DOC_CMPS_KFP_0130,n.a.,0.56,n.a.,n.a.,n.a.,n.a.
126,DOC_CMPS_KFP_0131,n.a.,1.64,n.a.,1.22,0.83,2.83  
127,DOC_CMPS_KFP_0132,n.a.,3.07,n.a.,1.41,2.22,n.a.
128,DOC_CMPS_KFP_0133,n.a.,5.08,n.a.,0.08,1.43,3.19  
129,DOC_CMPS_KFP_0134,n.a.,1.86,n.a.,1.66,1.29,3.40  
130,DOC_CMPS_KFP_0135,n.a.,3.58,0.53,0.73,0.17,0.90  
131,DOC_CMPS_KFP_0136,n.a.,2.46,0.10,0.69,0.04,0.57  
132,DOC_CMPS_KFP_0137,n.a.,1.93,n.a.,0.26,0.15,0.66  
133,DOC_CMPS_KFP_0138,n.a.,2.56,n.a.,0.23,0.12,0.57  
134,DOC_CMPS_KFP_0139,n.a.,0.79,n.a.,n.a.,n.a.,n.a.
135,DOC_CMPS_KFP_0140,n.a.,0.73,n.a.,n.a.,n.a.,n.a.
136,DOC_CMPS_KFP_0141,n.a.,2.11,n.a.,1.39,0.47,2.13  
137,DOC_CMPS_KFP_0142,n.a.,2.18,n.a.,0.08,1.34,4.89  
138,DOC_CMPS_KFP_0143,n.a.,2.17,n.a.,1.56,0.43,1.40  
139,DOC_CMPS_KFP_0144,n.a.,1.94,n.a.,0.00,1.15,4.99  
140,DOC_CMPS_KFP_0145,n.a.,2.63,n.a.,0.55,1.40,5.51  
141,DOC_CMPS_KFP_0146,n.a.,2.35,n.a.,n.a.,1.68,6.49  
142,C-20x,2.59,10.39,12.54,26.04,13.21,26.46  
143,MQ6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
144,DOC_CMPS_KFP_0147,n.a.,2.74,n.a.,0.82,1.89,5.02  
145,DOC_CMPS_KFP_0149,n.a.,1.75,n.a.,0.13,1.14,4.46  
146,DOC_CMPS_KFP_0150,n.a.,1.97,n.a.,0.10,1.63,6.06  
147,DOC_CMPS_KFP_0151,n.a.,0.92,n.a.,n.a.,n.a.,n.a.
148,DOC_CMPS_KFP_0152,n.a.,0.65,n.a.,n.a.,n.a.,n.a.
149,DOC_CMPS_KFP_0153,n.a.,1.57,n.a.,12.17,4.05,16.35  
150,DOC_CMPS_KFP_0154,n.a.,0.95,n.a.,9.37,1.49,11.25  
151,DOC_CMPS_KFP_0155,n.a.,1.32,n.a.,10.65,1.77,11.40  
152,DOC_CMPS_KFP_0156,n.a.,0.80,n.a.,11.24,1.76,7.63  
153,DOC_CMPS_KFP_0157,n.a.,0.83,n.a.,13.58,1.68,7.85  
154,DOC_CMPS_KFP_0158,n.a.,0.93,n.a.,17.17,1.49,9.74  
155,DOC_CMPS_KFP_0159,n.a.,1.36,n.a.,15.56,1.47,15.19  
156,DOC_CMPS_KFP_0160,n.a.,1.84,n.a.,6.81,2.80,16.00  
157,DOC_CMPS_KFP_0161,n.a.,1.64,n.a.,5.90,2.52,17.69  
158,DOC_CMPS_KFP_0162,n.a.,2.92,n.a.,8.41,1.48,10.65  
159,DOC_CMPS_KFP_0163,n.a.,0.88,n.a.,n.a.,n.a.,n.a.
160,DOC_CMPS_KFP_0164,n.a.,0.92,n.a.,n.a.,n.a.,n.a.
161,DOC_CMPS_KFP_0165,n.a.,2.51,n.a.,5.20,2.52,11.59  
162,DOC_CMPS_KFP_0166,n.a.,1.85,n.a.,4.42,2.09,8.99  
163,C-20x,2.59,10.40,12.51,26.03,13.17,26.51  
164,MQ7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
165,DOC_CMPS_KFP_0167,n.a.,3.30,n.a.,5.41,2.83,10.33  
166,DOC_CMPS_KFP_0168,n.a.,2.49,n.a.,2.17,2.65,9.49  
167,DOC_CMPS_KFP_0169,n.a.,1.12,n.a.,4.99,1.72,10.31  
168,DOC_CMPS_KFP_0170,n.a.,2.59,0.29,38.20,5.15,66.84  
169,DOC_CMPS_KFP_0171,n.a.,1.75,n.a.,7.53,2.80,11.83  
170,DOC_CMPS_KFP_0172,n.a.,4.73,n.a.,2.16,3.06,13.81  
171,DOC_CMPS_KFP_0173,n.a.,4.00,n.a.,5.82,4.97,33.06  
172,DOC_CMPS_KFP_0174,n.a.,4.13,n.a.,1.87,4.94,25.27  
173,DOC_CMPS_KFP_0175,n.a.,0.81,n.a.,n.a.,n.a.,n.a.
174,DOC_CMPS_KFP_0176,n.a.,0.66,n.a.,n.a.,n.a.,n.a.
175,C-20x,2.60,10.41,12.54,26.06,13.22,26.50  
176,MQ8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,Sum:,36.499  ,505.147  ,181.765  ,882.829  ,593.244  ,2389.387  
,Average:,2.281  ,3.080  ,9.088  ,6.444  ,4.237  ,17.831  
,Rel.Std.Dev:,103.343 %,123.647 %,124.133 %,171.462 %,132.260 %,114.663 %
