32,DOC_CMPS_KFP_0445,1.0000,n.a.,697.38,n.a.,n.a.,359.60,n.a.,n.a.,n.a.,0.08,n.a.
33,A-20x,1.0000,1.08,5.01,5.59,5.25,5.02,4.99  ,n.a.,n.a.,5.02,9.85
34,MQ2,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
35,DOC_CMPS_KFP_0446,1.0000,0.20,766.73,n.a.,n.a.,531.92,n.a.,n.a.,n.a.,0.05,n.a.
36,DOC_CMPS_KFP_0447,1.0000,n.a.,725.16,n.a.,n.a.,366.07,n.a.,n.a.,n.a.,0.11,n.a.
37,DOC_CMPS_KFP_0448,1.0000,0.13,709.68,n.a.,n.a.,357.08,0.49  ,n.a.,n.a.,0.06,n.a.
38,DOC_CMPS_KFP_0449,1.0000,0.09,734.55,n.a.,n.a.,366.58,n.a.,n.a.,n.a.,0.05,n.a.
39,DOC_CMPS_KFP_0450,1.0000,0.00,0.13,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
40,DOC_CMPS_KFP_0451,1.0000,n.a.,0.05,n.a.,n.a.,n.a.,0.11  ,n.a.,n.a.,0.05,n.a.
41,DOC_CMPS_KFP_0452,1.0000,0.16,809.95,n.a.,n.a.,448.08,n.a.,n.a.,n.a.,0.07,n.a.
42,DOC_CMPS_KFP_0453,1.0000,0.19,710.88,n.a.,n.a.,354.02,n.a.,n.a.,n.a.,0.05,n.a.
43,DOC_CMPS_KFP_0454,1.0000,0.11,775.76,n.a.,n.a.,223.92,0.32  ,n.a.,n.a.,0.06,n.a.
44,DOC_CMPS_KFP_0455,1.0000,0.34,858.02,n.a.,n.a.,556.95,n.a.,n.a.,n.a.,0.11,n.a.
45,A-20x,1.0000,1.08,5.01,5.59,5.25,5.02,4.98  ,n.a.,n.a.,5.01,9.47
46,MQ3,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
47,DOC_CMPS_KFP_0456,1.0000,n.a.,0.23,n.a.,n.a.,0.41,0.15  ,n.a.,n.a.,0.10,n.a.
48,DOC_CMPS_KFP_0457,1.0000,0.00,0.29,n.a.,n.a.,0.45,0.89  ,n.a.,n.a.,0.86,n.a.
49,DOC_CMPS_KFP_0458,1.0000,0.07,0.43,n.a.,n.a.,0.66,0.76  ,n.a.,n.a.,0.73,n.a.
50,DOC_CMPS_KFP_0459,1.0000,0.02,0.38,n.a.,n.a.,0.46,0.11  ,n.a.,n.a.,0.06,n.a.
51,DOC_CMPS_KFP_0460,1.0000,0.04,0.36,n.a.,n.a.,0.76,0.16  ,n.a.,n.a.,0.11,n.a.
52,DOC_CMPS_KFP_0461,1.0000,0.02,0.26,n.a.,n.a.,0.84,n.a.,n.a.,n.a.,n.a.,n.a.
53,DOC_CMPS_KFP_0462,1.0000,0.05,0.29,n.a.,n.a.,0.84,n.a.,n.a.,n.a.,n.a.,n.a.
54,DOC_CMPS_KFP_0463,1.0000,n.a.,0.06,n.a.,n.a.,0.07,0.08  ,n.a.,n.a.,n.a.,n.a.
55,DOC_CMPS_KFP_0464,1.0000,n.a.,0.13,n.a.,n.a.,0.08,0.09  ,n.a.,n.a.,n.a.,n.a.
56,DOC_CMPS_KFP_0465,1.0000,0.02,0.30,n.a.,n.a.,0.87,0.22  ,n.a.,n.a.,0.18,n.a.
57,A-20x,1.0000,1.08,5.01,5.60,5.26,5.01,4.98  ,n.a.,n.a.,5.01,9.46
58,MQ4,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
59,DOC_CMPS_KFP_0466,1.0000,0.00,0.47,n.a.,n.a.,0.68,n.a.,n.a.,n.a.,n.a.,n.a.
60,DOC_CMPS_KFP_0467,1.0000,0.11,16.11,n.a.,n.a.,5.70,n.a.,n.a.,n.a.,n.a.,n.a.
61,DOC_CMPS_KFP_0468,1.0000,n.a.,1.14,n.a.,n.a.,2.64,0.13  ,n.a.,n.a.,0.09,n.a.
62,DOC_CMPS_KFP_0469,1.0000,0.09,4.09,n.a.,n.a.,5.69,n.a.,n.a.,n.a.,0.09,n.a.
63,DOC_CMPS_KFP_0470,1.0000,n.a.,1.46,n.a.,n.a.,8.69,0.14  ,n.a.,n.a.,0.07,n.a.
64,DOC_CMPS_KFP_0471,1.0000,n.a.,2.22,n.a.,n.a.,10.13,0.13  ,n.a.,n.a.,0.08,n.a.
65,DOC_CMPS_KFP_0472,1.0000,n.a.,0.54,n.a.,n.a.,1.02,0.12  ,n.a.,n.a.,0.07,n.a.
66,DOC_CMPS_KFP_0473,1.0000,n.a.,0.85,n.a.,n.a.,3.68,0.16  ,n.a.,n.a.,0.05,n.a.
67,DOC_CMPS_KFP_0474,1.0000,n.a.,0.75,n.a.,n.a.,4.50,n.a.,n.a.,n.a.,n.a.,n.a.
68,DOC_CMPS_KFP_0475,1.0000,n.a.,0.66,n.a.,n.a.,4.52,n.a.,n.a.,n.a.,n.a.,n.a.
69,A-20x,1.0000,1.08,5.01,5.61,5.27,5.02,4.98  ,n.a.,n.a.,5.05,9.78
70,MQ5,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
71,DOC_CMPS_KFP_0476,1.0000,n.a.,0.11,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
72,DOC_CMPS_KFP_0477,1.0000,n.a.,0.05,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
73,DOC_CMPS_KFP_0426_10x,1.0000,n.a.,0.11,n.a.,n.a.,0.12,0.84  ,n.a.,n.a.,0.81,n.a.
74,DOC_CMPS_KFP_0427_10x,1.0000,n.a.,0.09,n.a.,n.a.,0.11,n.a.,n.a.,n.a.,n.a.,n.a.
75,DOC_CMPS_KFP_0428_10x,1.0000,n.a.,0.11,n.a.,n.a.,0.14,0.65  ,n.a.,n.a.,0.62,n.a.
76,DOC_CMPS_KFP_0429_10x,1.0000,n.a.,0.14,n.a.,n.a.,0.11,0.10  ,n.a.,n.a.,n.a.,n.a.
77,DOC_CMPS_KFP_0430_10x,1.0000,n.a.,0.10,n.a.,n.a.,0.15,0.09  ,n.a.,n.a.,n.a.,n.a.
78,DOC_CMPS_KFP_0431_10x,1.0000,n.a.,0.10,n.a.,n.a.,0.11,0.08  ,n.a.,n.a.,n.a.,n.a.
79,DOC_CMPS_KFP_0432_10x,1.0000,n.a.,0.12,n.a.,n.a.,0.13,0.08  ,n.a.,n.a.,n.a.,n.a.
80,DOC_CMPS_KFP_0433_10x,1.0000,n.a.,0.17,n.a.,n.a.,0.19,0.12  ,n.a.,n.a.,n.a.,n.a.
81,A-20x,1.0000,1.08,5.01,5.60,5.27,5.02,4.98  ,n.a.,n.a.,5.01,9.77
82,MQ6,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
83,DOC_CMPS_KFP_0434_10x,1.0000,n.a.,3.12,n.a.,n.a.,0.61,n.a.,n.a.,n.a.,n.a.,n.a.
84,DOC_CMPS_KFP_0435_10x,1.0000,n.a.,0.18,n.a.,n.a.,0.56,0.09  ,n.a.,n.a.,n.a.,n.a.
85,DOC_CMPS_KFP_0436_10x,1.0000,n.a.,0.21,n.a.,n.a.,0.60,n.a.,n.a.,n.a.,n.a.,n.a.
86,DOC_CMPS_KFP_0437_10x,1.0000,n.a.,0.04,n.a.,n.a.,0.07,0.08  ,n.a.,n.a.,n.a.,n.a.
87,DOC_CMPS_KFP_0438_10x,1.0000,n.a.,0.04,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
88,DOC_CMPS_KFP_0439_10x,1.0000,n.a.,0.65,n.a.,n.a.,0.88,n.a.,n.a.,n.a.,n.a.,n.a.
89,DOC_CMPS_KFP_0440_10x,1.0000,n.a.,0.52,n.a.,n.a.,1.01,0.13  ,n.a.,n.a.,0.08,n.a.
90,DOC_CMPS_KFP_0441_10x,1.0000,n.a.,0.34,n.a.,n.a.,1.23,n.a.,n.a.,n.a.,0.03,n.a.
91,DOC_CMPS_KFP_0442_10x,1.0000,n.a.,0.09,n.a.,n.a.,0.21,0.12  ,n.a.,n.a.,n.a.,n.a.
92,DOC_CMPS_KFP_0443_10x,1.0000,n.a.,0.16,n.a.,n.a.,0.29,0.09  ,n.a.,n.a.,n.a.,n.a.
93,A-20x,1.0000,1.07,5.00,5.60,5.26,5.01,4.98  ,n.a.,n.a.,5.01,9.79
94,MQ7,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
95,DOC_CMPS_KFP_0444_10x,1.0000,n.a.,0.21,n.a.,n.a.,0.49,0.09  ,n.a.,n.a.,n.a.,n.a.
96,DOC_CMPS_KFP_0445_10x,1.0000,n.a.,70.11,n.a.,n.a.,35.53,n.a.,n.a.,n.a.,n.a.,n.a.
97,DOC_CMPS_KFP_0446_10x,1.0000,n.a.,76.67,n.a.,n.a.,56.04,n.a.,n.a.,n.a.,n.a.,n.a.
98,DOC_CMPS_KFP_0447_10x,1.0000,n.a.,73.32,n.a.,n.a.,38.68,n.a.,n.a.,n.a.,n.a.,n.a.
99,DOC_CMPS_KFP_0448_10x,1.0000,n.a.,71.61,n.a.,n.a.,37.37,n.a.,n.a.,n.a.,n.a.,n.a.
100,DOC_CMPS_KFP_0449_10x,1.0000,n.a.,74.43,n.a.,n.a.,38.74,n.a.,n.a.,n.a.,n.a.,n.a.
101,DOC_CMPS_KFP_0450_10x,1.0000,n.a.,0.05,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
102,DOC_CMPS_KFP_0451_10x,1.0000,n.a.,0.06,n.a.,n.a.,n.a.,0.11  ,n.a.,n.a.,n.a.,0.33
103,DOC_CMPS_KFP_0452_10x,1.0000,n.a.,81.54,n.a.,n.a.,47.45,n.a.,n.a.,n.a.,n.a.,n.a.
104,DOC_CMPS_KFP_0453_10x,1.0000,n.a.,71.52,n.a.,n.a.,37.15,n.a.,n.a.,n.a.,n.a.,n.a.
105,A-20x,1.0000,1.07,5.01,5.60,5.26,5.01,4.98  ,n.a.,n.a.,5.03,9.79
106,MQ8,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
107,DOC_CMPS_KFP_0454_10x,1.0000,n.a.,79.40,n.a.,n.a.,23.50,n.a.,n.a.,n.a.,n.a.,n.a.
108,DOC_CMPS_KFP_0455_10x,1.0000,n.a.,84.74,n.a.,n.a.,57.92,n.a.,n.a.,n.a.,n.a.,n.a.
109,DOC_CMPS_KFP_0456_10x,1.0000,n.a.,0.06,n.a.,n.a.,0.09,0.09  ,n.a.,n.a.,n.a.,n.a.
110,DOC_CMPS_KFP_0457_10x,1.0000,n.a.,0.06,n.a.,n.a.,0.10,0.15  ,n.a.,n.a.,0.10,n.a.
111,DOC_CMPS_KFP_0458_10x,1.0000,n.a.,0.09,n.a.,n.a.,0.12,0.14  ,n.a.,n.a.,0.09,n.a.
112,DOC_CMPS_KFP_0459_10x,1.0000,n.a.,0.09,n.a.,n.a.,0.12,0.12  ,n.a.,n.a.,n.a.,n.a.
113,DOC_CMPS_KFP_0460_10x,1.0000,n.a.,0.06,n.a.,n.a.,0.12,0.08  ,n.a.,n.a.,n.a.,n.a.
114,DOC_CMPS_KFP_0461_10x,1.0000,n.a.,0.06,n.a.,n.a.,0.13,0.08  ,n.a.,n.a.,n.a.,n.a.
115,DOC_CMPS_KFP_0462_10x,1.0000,n.a.,0.06,n.a.,n.a.,0.13,n.a.,n.a.,n.a.,n.a.,0.32
116,DOC_CMPS_KFP_0463_10x,1.0000,n.a.,0.04,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.33
117,A-20x,1.0000,1.07,4.99,5.56,5.37,5.00,4.95  ,n.a.,n.a.,4.98,9.79
118,MQ9,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
119,DOC_CMPS_KFP_0464_10x,1.0000,n.a.,0.04,n.a.,n.a.,n.a.,0.08  ,n.a.,n.a.,n.a.,n.a.
120,DOC_CMPS_KFP_0465_10x,1.0000,n.a.,0.07,n.a.,n.a.,0.14,0.09  ,n.a.,n.a.,n.a.,n.a.
121,DOC_CMPS_KFP_0466_10x,1.0000,n.a.,0.09,n.a.,n.a.,0.12,n.a.,n.a.,n.a.,n.a.,n.a.
122,DOC_CMPS_KFP_0467_10x,1.0000,n.a.,1.64,n.a.,n.a.,0.60,0.09  ,n.a.,n.a.,n.a.,n.a.
123,DOC_CMPS_KFP_0468_10x,1.0000,n.a.,0.14,n.a.,n.a.,0.30,0.09  ,n.a.,n.a.,n.a.,n.a.
124,DOC_CMPS_KFP_0469_10x,1.0000,n.a.,0.43,n.a.,n.a.,0.59,0.09  ,n.a.,n.a.,n.a.,n.a.
125,DOC_CMPS_KFP_0470_10x,1.0000,n.a.,0.18,n.a.,n.a.,0.95,0.09  ,n.a.,n.a.,0.02,n.a.
126,DOC_CMPS_KFP_0471_10x,1.0000,n.a.,0.24,n.a.,n.a.,1.06,n.a.,n.a.,n.a.,n.a.,n.a.
127,DOC_CMPS_KFP_0472_10x,1.0000,n.a.,0.10,n.a.,n.a.,0.15,n.a.,n.a.,n.a.,n.a.,n.a.
128,DOC_CMPS_KFP_0473_10x,1.0000,n.a.,0.11,n.a.,n.a.,0.40,0.09  ,n.a.,n.a.,n.a.,n.a.
129,A-20x,1.0000,1.08,5.00,5.59,5.39,5.01,4.98  ,n.a.,n.a.,5.02,9.79
130,MQ10,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
131,DOC_CMPS_KFP_0474_10x,1.0000,n.a.,0.11,n.a.,n.a.,0.49,n.a.,n.a.,n.a.,n.a.,n.a.
132,DOC_CMPS_KFP_0475_10x,1.0000,n.a.,0.09,n.a.,n.a.,0.49,n.a.,n.a.,n.a.,n.a.,n.a.
133,DOC_CMPS_KFP_0476_10x,1.0000,n.a.,0.05,n.a.,n.a.,0.07,0.09  ,n.a.,n.a.,n.a.,n.a.
134,DOC_CMPS_KFP_0477_10x,1.0000,n.a.,0.04,n.a.,n.a.,n.a.,0.08  ,n.a.,n.a.,n.a.,n.a.
135,A-20x,1.0000,1.08,5.01,5.60,5.26,5.03,4.97  ,n.a.,n.a.,5.00,9.86
136,MQ11,1.0000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,Sum:,,29.369  ,7702.333  ,138.265  ,134.277  ,4195.057  ,153.831  ,,,,
,Average:,,0.612  ,62.621  ,9.218  ,7.899  ,37.793  ,2.229  ,,,,
,Rel.Std.Dev:,,252.474 %,314.002 %,129.641 %,147.513 %,293.813 %,295.910 %,,,,
